date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:18:27	68345/68345	---MCZ	200	added ('OK')	text/css	etag:W/%22fe8966d7e79599226b4698a7d61f43f3%22	https://static.parastorage.com/services/pro-gallery-santa-wrapper/1.1448.0/staticCss.min.css	C:/Users/MARCE/WEB/marce2/static.parastorage.com/services/pro-gallery-santa-wrapper/1.1448.0/staticCss.min.css	(from https://marceloamores61.wixsite.com/marce/portfolio?lang=es)
10:18:29	14009/14009	---M--	200	added ('OK')	image/jpeg	date:Mon,%2011%20Jan%202021%2019:52:50%20GMT	https://static.wixstatic.com/media/035244_6bef459d311f4d8295b30c6e204179af~mv2.jpg/v1/fill/w_275,h_249,fp_0.50_0.50,q_90/035244_6bef459d311f4d8295b30c6e204179af~mv2.jpg	C:/Users/MARCE/WEB/marce2/static.wixstatic.com/media/035244_6bef459d311f4d8295b30c6e204179af_mv2.jpg/v1/fill/w_275,h_249,fp_0.50_0.50,q_90/035244_6bef459d311f4d8295b30c6e204179af_mv2.jpg	(from https://marceloamores61.wixsite.com/marce/portfolio?lang=es)
10:18:30	12178/12178	---M--	200	added ('OK')	image/jpeg	date:Tue,%2012%20Jan%202021%2002:05:44%20GMT	https://static.wixstatic.com/media/035244_d7bc438f67db4543bcc982b7567aa920~mv2.jpg/v1/fill/w_274,h_249,fp_0.50_0.50,q_90/035244_d7bc438f67db4543bcc982b7567aa920~mv2.jpg	C:/Users/MARCE/WEB/marce2/static.wixstatic.com/media/035244_d7bc438f67db4543bcc982b7567aa920_mv2.jpg/v1/fill/w_274,h_249,fp_0.50_0.50,q_90/035244_d7bc438f67db4543bcc982b7567aa920_mv2.jpg	(from https://marceloamores61.wixsite.com/marce/portfolio?lang=es)
10:18:31	9769/9769	---M--	200	added ('OK')	image/jpeg	date:Mon,%2011%20Jan%202021%2019:52:50%20GMT	https://static.wixstatic.com/media/035244_d13301917382492d854f174b75749d92~mv2.jpg/v1/fill/w_275,h_249,fp_0.50_0.50,q_90/035244_d13301917382492d854f174b75749d92~mv2.jpg	C:/Users/MARCE/WEB/marce2/static.wixstatic.com/media/035244_d13301917382492d854f174b75749d92_mv2.jpg/v1/fill/w_275,h_249,fp_0.50_0.50,q_90/035244_d13301917382492d854f174b75749d92_mv2.jpg	(from https://marceloamores61.wixsite.com/marce/portfolio?lang=es)
10:18:32	17865/17865	---M--	200	added ('OK')	image/jpeg	date:Mon,%2011%20Jan%202021%2019:52:50%20GMT	https://static.wixstatic.com/media/035244_24a99f3d185c4647a6429ede9582f759~mv2.jpg/v1/fill/w_274,h_249,fp_0.50_0.50,q_90/035244_24a99f3d185c4647a6429ede9582f759~mv2.jpg	C:/Users/MARCE/WEB/marce2/static.wixstatic.com/media/035244_24a99f3d185c4647a6429ede9582f759_mv2.jpg/v1/fill/w_274,h_249,fp_0.50_0.50,q_90/035244_24a99f3d185c4647a6429ede9582f759_mv2.jpg	(from https://marceloamores61.wixsite.com/marce/portfolio?lang=es)
10:18:33	43992/43992	---M--	200	added ('OK')	image/jpeg	date:Mon,%2011%20Jan%202021%2019:52:50%20GMT	https://static.wixstatic.com/media/035244_c599aad6dd764049ac62db8c1d739a74~mv2.jpg/v1/fill/w_549,h_498,fp_0.50_0.50,q_90/035244_c599aad6dd764049ac62db8c1d739a74~mv2.jpg	C:/Users/MARCE/WEB/marce2/static.wixstatic.com/media/035244_c599aad6dd764049ac62db8c1d739a74_mv2.jpg/v1/fill/w_549,h_498,fp_0.50_0.50,q_90/035244_c599aad6dd764049ac62db8c1d739a74_mv2.jpg	(from https://marceloamores61.wixsite.com/marce/portfolio?lang=es)
10:18:38	64385/64385	---M--	200	added ('OK')	image/jpeg	date:Tue,%2012%20Jan%202021%2002:05:44%20GMT	https://static.wixstatic.com/media/035244_e3492ff8967749ddb15413c6c027c04b~mv2.jpg/v1/fill/w_822,h_747,fp_0.50_0.50,q_90/035244_e3492ff8967749ddb15413c6c027c04b~mv2.jpg	C:/Users/MARCE/WEB/marce2/static.wixstatic.com/media/035244_e3492ff8967749ddb15413c6c027c04b_mv2.jpg/v1/fill/w_822,h_747,fp_0.50_0.50,q_90/035244_e3492ff8967749ddb15413c6c027c04b_mv2.jpg	(from https://marceloamores61.wixsite.com/marce/portfolio?lang=es)
10:18:50	34734/34734	---M--	200	added ('OK')	image/jpeg	date:Mon,%2011%20Jan%202021%2022:14:58%20GMT	https://static.wixstatic.com/media/035244_5bd88fbac95345eba9f861fa63e99276~mv2.jpg/v1/fill/w_480,h_436,fp_0.50_0.50,q_90/035244_5bd88fbac95345eba9f861fa63e99276~mv2.jpg	C:/Users/MARCE/WEB/marce2/static.wixstatic.com/media/035244_5bd88fbac95345eba9f861fa63e99276_mv2.jpg/v1/fill/w_480,h_436,fp_0.50_0.50,q_90/035244_5bd88fbac95345eba9f861fa63e99276_mv2.jpg	(from https://marceloamores61.wixsite.com/marce/portfolio?lang=es)
10:18:50	880571/880571	---M--	200	added ('OK')	image/gif	etag:%22d826f8d0e0270be8f69124a24328eb95%22	https://static.wixstatic.com/media/035244_1b65a67fbb9d4380b83b04e877918797~mv2.gif	C:/Users/MARCE/WEB/marce2/static.wixstatic.com/media/035244_1b65a67fbb9d4380b83b04e877918797_mv2.gif	(from https://marceloamores61.wixsite.com/marce/portfolio?lang=es)
10:18:59	83757/83757	---M--	200	added ('OK')	image/jpeg	date:Mon,%2011%20Jan%202021%2022:14:58%20GMT	https://static.wixstatic.com/media/035244_5bdc213b701d4732bb12a499d2b75895~mv2.jpg/v1/fill/w_721,h_654,fp_0.50_0.50,q_90/035244_5bdc213b701d4732bb12a499d2b75895~mv2.jpg	C:/Users/MARCE/WEB/marce2/static.wixstatic.com/media/035244_5bdc213b701d4732bb12a499d2b75895_mv2.jpg/v1/fill/w_721,h_654,fp_0.50_0.50,q_90/035244_5bdc213b701d4732bb12a499d2b75895_mv2.jpg	(from https://marceloamores61.wixsite.com/marce/portfolio?lang=es)
10:18:59	126401/126401	---M--	200	added ('OK')	image/jpeg	date:Mon,%2011%20Jan%202021%2022:14:58%20GMT	https://static.wixstatic.com/media/035244_95df92d9bbc14a1988e6da0eea395141~mv2.jpg/v1/fill/w_720,h_654,fp_0.50_0.50,q_90/035244_95df92d9bbc14a1988e6da0eea395141~mv2.jpg	C:/Users/MARCE/WEB/marce2/static.wixstatic.com/media/035244_95df92d9bbc14a1988e6da0eea395141_mv2.jpg/v1/fill/w_720,h_654,fp_0.50_0.50,q_90/035244_95df92d9bbc14a1988e6da0eea395141_mv2.jpg	(from https://marceloamores61.wixsite.com/marce/portfolio?lang=es)
10:19:02	987521/987521	---M--	200	added ('OK')	image/gif	etag:%2261181195cdd9a6b001fb5895adabb7ed%22	https://static.wixstatic.com/media/035244_db2d7ef45e9a4c648f6c402bd37887d7~mv2.gif	C:/Users/MARCE/WEB/marce2/static.wixstatic.com/media/035244_db2d7ef45e9a4c648f6c402bd37887d7_mv2.gif	(from https://marceloamores61.wixsite.com/marce/portfolio?lang=es)
10:19:19	851791/851791	---M--	200	added ('OK')	image/gif	etag:%220a2ba3417814b0a9ca70d920e115fc16%22	https://static.wixstatic.com/media/035244_a6c9940be7574f80958eb48ee670c94a~mv2.gif	C:/Users/MARCE/WEB/marce2/static.wixstatic.com/media/035244_a6c9940be7574f80958eb48ee670c94a_mv2.gif	(from https://marceloamores61.wixsite.com/marce/portfolio?lang=es)
